Date,Open,High,Low,Close,Volume,Moving_Volatility,RSI,MACD,Signal,Histogram
2022-06-22,134.789993,137.759995,133.910004,135.350006,73409200,0.0737376385934399,34.727927941234086,-4.728232539639691,-4.389789618155307,-0.3384429214843845
2022-06-23,136.820007,138.589996,135.630005,138.270004,72433800,0.0721804407125635,35.348719528214176,-4.287569207890698,-4.369345536102385,0.0817763282116867
2022-06-24,139.899994,141.910004,139.770004,141.660004,89116800,0.0704531239886731,45.54170231652941,-3.623031620817926,-4.220082753045493,0.5970511322275671
2022-06-27,142.699997,143.490005,140.970001,141.660004,70207900,0.0704531239886731,44.53125303116395,-3.061094404498021,-3.988285083335999,0.9271906788379772
2022-06-28,142.130005,143.419998,137.320007,137.440002,67083400,0.0726163393540108,36.77538996561423,-2.9225842731420077,-3.775144921297201,0.8525606481551935
2022-06-29,137.460007,140.669998,136.669998,139.229996,66242400,0.0716827559633624,39.99997938014383,-2.637967591616416,-3.547709455361044,0.9097418637446282
2022-06-30,137.25,138.369995,133.770004,136.720001,98964500,0.0729987547765445,42.75219765048075,-2.585142526699059,-3.355196069628647,0.7700535429295883
2022-07-01,136.039993,139.039993,135.660004,138.929993,71051600,0.0718375464544069,52.39742993601864,-2.3379993957615284,-3.151756734855224,0.8137573390936952
2022-07-05,137.770004,141.610001,136.929993,141.559998,73353800,0.0705028960656521,63.86025984027174,-1.9079239012006328,-2.902990168124305,0.995066266923673
2022-07-06,141.350006,144.119995,141.080002,142.919998,74064300,0.069832003678365,64.35030090876955,-1.4407374151349757,-2.61053961752644,1.1698022023914645
2022-07-07,143.289993,146.550003,143.279999,146.350006,66253700,0.0681953496199237,65.09958593469332,-0.784670585138997,-2.245365811048952,1.4606952259099546
2022-07-08,145.259995,147.550003,145.0,147.039993,64547800,0.0678753420917799,76.96952477403309,-0.206674298559335,-1.8376275085510283,1.6309532099916932
2022-07-11,145.669998,146.639999,143.779999,144.869995,63141600,0.0688920423173061,70.69986234513847,0.0754218040151215,-1.4550176460377986,1.53043945005292
2022-07-12,145.759995,148.449997,145.050003,145.860001,77588800,0.0684244464392121,67.32572842090474,0.3745525988639144,-1.089103597057456,1.4636561959213703
2022-07-13,142.990005,146.449997,142.119995,145.490005,71185600,0.0685984568221571,67.67783423236054,0.5751305766073926,-0.7562567623244864,1.3313873389318789
2022-07-14,144.080002,148.949997,143.25,148.470001,78140700,0.067221591963537,67.74531045778271,0.9634448488951932,-0.4123164400805505,1.3757612889757438
2022-07-15,149.779999,150.860001,148.199997,150.169998,76259900,0.0664606110339558,65.73013225253793,1.3923125454295755,-0.0513906429785253,1.443703188408101
2022-07-18,150.740005,151.570007,146.699997,147.070007,81420900,0.0678614901136703,58.97182242081524,1.465160461000039,0.2519195778171875,1.2132408831828516
2022-07-19,147.919998,151.229996,146.910004,151.0,82982400,0.0660952968612445,72.70598973709912,1.819041768515376,0.5653440159568253,1.2536977525585509
2022-07-20,151.119995,153.720001,150.369995,153.039993,64823400,0.0652142595566371,72.93260830289108,2.2383038667850315,0.8999359861224665,1.338367880662565
2022-07-21,154.5,155.570007,151.940002,155.350006,65086600,0.0642445409757366,81.14346467646321,2.725552372645467,1.2650592634270668,1.4604931092184
2022-07-22,155.389999,156.279999,153.410004,154.089996,66675400,0.0647698753009762,76.174044651646,2.975725733389197,1.607192557419493,1.368533175969704
2022-07-25,154.009995,155.039993,152.279999,152.949997,53623900,0.0652526317215157,70.73171530445114,3.046879007665467,1.895129847468688,1.151749160196779
2022-07-26,152.259995,153.089996,150.800003,151.600006,55138700,0.0658337033710139,65.80483421756102,2.960212017338705,2.1081462814426914,0.8520657358960135
2022-07-27,152.580002,157.330002,152.160004,156.789993,78620700,0.0636545077596114,67.8644804270242,3.2725919762868045,2.3410354204115142,0.9315565558752904
2022-07-28,156.979996,157.639999,154.410004,157.350006,81378700,0.0634279596153808,67.72089897423419,3.524713015618971,2.5777709394530057,0.9469420761659656
2022-07-29,161.240005,163.630005,159.5,162.509995,101786900,0.061414006111119,77.49378786564817,4.09369912887783,2.8809565773379706,1.2127425515398595
2022-08-01,161.009995,163.589996,160.889999,161.509995,67829400,0.061794255061725,74.38455843570368,4.413062048053547,3.187377671481086,1.225684376572461
2022-08-02,160.100006,162.410004,159.630005,160.009995,59907000,0.0623735400157217,71.854308001807,4.493325736318781,3.4485672844486253,1.0447584518701554
2022-08-03,160.839996,166.589996,160.75,166.130005,82507500,0.0600757811693795,74.28494334117735,4.993210326995921,3.757495892958085,1.2357144340378363
2022-08-04,166.009995,167.190002,164.429993,165.809998,55474100,0.0601917251458378,72.35563434308862,5.302427492603414,4.06648221288715,1.2359452797162636
2022-08-05,163.210007,165.850006,163.0,165.350006,56697000,0.0603591742600114,78.26221504876554,5.4475706110411295,4.342699892517946,1.1048707185231832
2022-08-08,166.369995,167.809998,164.199997,164.869995,60276900,0.0605349070705553,74.00482484679885,5.460914676927814,4.56634284939992,0.8945718275278942
2022-08-09,164.020004,165.820007,163.25,164.919998,63135500,0.0605165531595988,72.08177315445187,5.4131256268170205,4.7356994048833405,0.67742622193368
2022-08-10,167.679993,169.339996,166.899994,169.240005,70170500,0.0589718124036213,74.02281194960013,5.658611965028626,4.920281916912398,0.7383300481162287
2022-08-11,170.059998,170.990005,168.190002,168.490005,57149200,0.0592343137864345,75.35212048328947,5.726629899923438,5.081551513514606,0.6450783864088319
2022-08-12,169.820007,172.169998,169.399994,172.100006,68039400,0.0579918040563457,81.01717229341368,6.002636852904544,5.265768581392594,0.7368682715119501
2022-08-15,171.520004,173.389999,171.350006,173.190002,54091700,0.057626824359341,85.26622788699704,6.237426746517627,5.460100214417602,0.7773265321000258
2022-08-16,172.779999,173.710007,171.660004,173.029999,56377100,0.0576801126031788,81.74352166117534,6.337533384003478,5.635586848334777,0.7019465356687018
2022-08-17,172.770004,176.149994,172.570007,174.550003,79542000,0.0571778267230847,82.4038848754816,6.464995787913978,5.801468636250617,0.6635271516633603
2022-08-18,173.75,174.899994,173.119995,174.149994,62290100,0.0573091597467866,76.72170802842713,6.459274779149695,5.9330298648304325,0.5262449143192622
2022-08-19,173.029999,173.740005,171.309998,171.520004,70346300,0.058187905744498,71.37974132287928,6.1713827662528615,5.980700445114918,0.1906823211379436
2022-08-22,169.690002,169.860001,167.139999,167.570007,69026800,0.0595595238355986,64.61717561462751,5.560397721775274,5.896639900446989,-0.3362421786717151
2022-08-23,167.080002,168.710007,166.649994,167.229996,54147100,0.0596806198933828,52.73901718210319,4.991215994942138,5.71555511934602,-0.7243391244038815
2022-08-24,167.320007,168.110001,166.25,167.529999,53841500,0.059573747302702,54.28713530265925,4.512327804460966,5.474909656369009,-0.9625818519080428
2022-08-25,168.779999,170.139999,168.350006,170.029999,51218200,0.0586978173542654,60.5882026845286,4.285138164574448,5.236955358010097,-0.951817193435649
2022-08-26,170.570007,171.050003,163.559998,163.619995,78961000,0.0609973727602664,47.7702483898026,3.546967749682466,4.898957836344571,-1.3519900866621049
2022-08-29,161.149994,162.899994,159.820007,161.380005,73314000,0.0618440297238058,44.14296617451053,2.749519159670996,4.469070101009856,-1.71955094133886
2022-08-30,162.130005,162.559998,157.720001,158.910004,77906200,0.0628052959211298,31.79415276024368,1.8963668323438012,3.954529447276645,-2.058162614932844
2022-08-31,160.309998,160.580002,157.139999,157.220001,87991100,0.0634804081069044,30.774480745927903,1.0715165721035191,3.37792687224202,-2.306410300138501
2022-09-01,156.639999,158.419998,154.669998,157.960007,74229900,0.0631830171167815,23.26023088288613,0.4720871708086633,2.796758931955349,-2.3246717611466856
2022-09-02,159.75,160.360001,154.970001,155.809998,76957800,0.0640548742324477,18.400027199033616,-0.1744418492463921,2.202518775715001,-2.3769606249613933
2022-09-06,156.470001,157.089996,153.690002,154.529999,73714800,0.0645854519551762,17.679973455483506,-0.781101920808112,1.6057946364103786,-2.3868965572184906
2022-09-07,154.820007,156.669998,153.610001,155.960007,87449600,0.0639932635168959,17.420300643764136,-1.1334292370366938,1.0579498617209642,-2.191379098757658
2022-09-08,154.639999,156.360001,152.679993,154.460007,84923800,0.064614718203709,16.773585816105765,-1.516210704315057,0.5431177485137599,-2.059328452828817
2022-09-09,155.470001,157.820007,154.75,157.369995,68028800,0.0634199030510735,26.34570375776474,-1.5666961649540951,0.1211549658201889,-1.687851130774284
2022-09-12,159.589996,164.259995,159.300003,163.429993,104956000,0.0610682876676616,43.535272618163575,-1.104977569557832,-0.1240715412554152,-0.9809060283024168
2022-09-13,159.899994,160.539993,153.369995,153.839996,122656600,0.0648751305612874,33.7775647513284,-1.4956539000073974,-0.3983880130058116,-1.0972658870015857
2022-09-14,154.789993,157.100006,153.610001,155.309998,87965400,0.0642610904292712,35.60320504086074,-1.6674297383937358,-0.6521963580833965,-1.0152333803103393
2022-09-15,154.649994,155.240005,151.380005,152.369995,90481100,0.0655010182683797,29.407648430448702,-2.017540053501051,-0.9252650971669276,-1.0922749563341236
2022-09-16,151.210007,151.350006,148.369995,150.699997,162278800,0.06622687474936,33.06240518691405,-2.402070311166284,-1.2206261399667988,-1.1814441711994852
2022-09-19,149.309998,154.559998,149.100006,154.479996,81474200,0.0646063573567669,41.30543461649171,-2.3744280536542703,-1.4513865227042932,-0.9230415309499772
2022-09-20,153.399994,158.080002,153.080002,156.899994,107689800,0.0636098802275794,47.4640302856752,-2.132663731630288,-1.587641964489492,-0.5450217671407958
2022-09-21,157.339996,158.740005,153.600006,153.720001,101696800,0.0649257725808103,45.74416321557112,-2.172618035097173,-1.7046371786110286,-0.4679808564861445
2022-09-22,152.380005,154.470001,150.910004,152.740005,86652500,0.0653423431932448,43.68955087556686,-2.257338403510289,-1.8151774235908809,-0.4421609799194081
2022-09-23,151.190002,151.470001,148.559998,150.429993,96029900,0.066345744136596,43.52118717798059,-2.4822645678965216,-1.9485948524520087,-0.5336697154445125
2022-09-26,149.660004,153.770004,149.639999,150.770004,93339400,0.0661961236404021,45.36718245034347,-2.603077470844198,-2.0794913761304468,-0.5235860947137514
2022-09-27,152.740005,154.720001,149.949997,151.759995,84442700,0.065764299913478,44.76829413785358,-2.5890931130870456,-2.1814117235217667,-0.4076813895652789
2022-09-28,147.639999,150.639999,144.839996,149.839996,146691400,0.0666069813966621,44.30471805988031,-2.701793686205093,-2.285488116058432,-0.4163055701466609
2022-09-29,146.100006,146.720001,140.679993,142.479996,128138200,0.0700476565569803,33.45923128928797,-3.3464246915117712,-2.4976754311491,-0.8487492603626712
2022-09-30,141.279999,143.100006,138.0,138.199997,124925300,0.0722170046504988,20.818879056410168,-4.15476600117924,-2.829093545155128,-1.3256724560241122
2022-10-03,138.210007,143.070007,137.690002,142.449997,114311700,0.0700624081167789,34.96965069890186,-4.401702742358253,-3.143615384595753,-1.2580873577625002
2022-10-04,145.029999,146.220001,144.259995,146.100006,87830100,0.0683120425474036,38.50762395520584,-4.253841035391872,-3.365660514754977,-0.8881805206368951
2022-10-05,144.070007,147.380005,143.009995,146.399994,79471000,0.0681720644472699,42.02511071645578,-4.065587481097509,-3.505645908023484,-0.5599415730740254
2022-10-06,145.809998,147.539993,145.220001,145.429993,68402200,0.0686267641231883,42.82602154217614,-3.9491428960395463,-3.594345305626697,-0.3547975904128497
2022-10-07,142.539993,143.100006,139.449997,140.089996,85925600,0.0712427019131896,31.20919005514358,-4.23888957274869,-3.723254159051096,-0.515635413697594
2022-10-10,140.419998,141.889999,138.570007,140.419998,74899000,0.0710752739509933,27.23757332698932,-4.3912676975464535,-3.8568568667501673,-0.5344108307962863
2022-10-11,139.899994,141.350006,138.220001,138.979996,77033700,0.0718117003402988,28.612881592274235,-4.575481285948712,-4.000581750589876,-0.5748995353588358
2022-10-12,139.130005,140.360001,138.160004,138.339996,70433700,0.0721439216034669,28.898000647172797,-4.718720065626286,-4.144209413597158,-0.5745106520291277
2022-10-13,134.990005,143.589996,134.369995,142.990005,113224000,0.069797814372046,39.79705654327568,-4.406228704226948,-4.196613271723116,-0.2096154325038313
2022-10-14,144.309998,144.520004,138.190002,138.380005,88598000,0.0721230630541452,34.790081127462216,-4.478935145247675,-4.253077646428029,-0.2258574988196464
2022-10-17,141.070007,142.899994,140.270004,142.410004,85250900,0.0700820837421501,39.31917988003317,-4.163375483423465,-4.235137213827116,0.0717617304036508
2022-10-18,145.490005,146.699997,140.610001,143.75,99136600,0.0694287987898986,42.94976184395336,-3.761801987881171,-4.140470168637927,0.3786681807567564
2022-10-19,141.690002,144.949997,141.5,143.860001,61758300,0.0693757108068415,51.91987323783231,-3.3955343319676103,-3.991483001303864,0.5959486693362539
2022-10-20,143.020004,145.889999,142.649994,143.389999,64522000,0.0696031096704863,58.07656556051353,-3.1073699823832897,-3.8146603975197495,0.7072904151364598
2022-10-21,142.869995,147.850006,142.649994,147.270004,86548600,0.0677693322127426,57.58816959853627,-2.5366725007160085,-3.5590628181590014,1.022390317442993
2022-10-24,147.190002,150.229996,146.0,149.449997,75981900,0.0667807964295103,55.52986390133962,-1.8867343199143816,-3.224597118510078,1.337862798595696
2022-10-25,150.089996,152.490005,149.360001,152.339996,74732300,0.0655139168183247,59.032848105847535,-1.1254810179197818,-2.804773898392019,1.6792928804722371
2022-10-26,150.960007,151.990005,148.039993,149.350006,88194300,0.0668255066963166,55.61606527227693,-0.7547492170075429,-2.394768962115124,1.6400197451075806
2022-10-27,148.070007,149.050003,144.130005,144.800003,109180200,0.0689253426745297,56.90414374131311,-0.8186519004295008,-2.079545549777999,1.2608936493484983
2022-10-28,148.199997,157.5,147.820007,155.740005,164762400,0.0640836619084989,67.12880887247789,0.0133179732476662,-1.660972845172866,1.6742908184205323
2022-10-31,153.160004,154.240005,151.919998,153.339996,97943200,0.0650866707081949,65.71803577416176,0.4735407406785157,-1.23407012800259,1.7076108686811056
2022-11-01,155.080002,155.449997,149.130005,150.649994,80379300,0.0662488564456758,62.89544879441561,0.614130604156486,-0.8644299815707748,1.4785605857272608
2022-11-02,148.949997,152.169998,145.0,145.029999,93604600,0.0688160373361647,52.09444986252295,0.268962028771341,-0.6377515795023516,0.9067136082736926
2022-11-03,142.059998,142.800003,138.75,138.880005,97918500,0.0718634034182813,50.497611562607865,-0.4951320975705471,-0.6092276831159907,0.1140955855454436
2022-11-04,142.089996,142.669998,134.380005,138.380005,140814800,0.0721230630541452,45.686148814202106,-1.128024850715093,-0.7129871166358113,-0.4150377340792817
2022-11-07,137.110001,139.149994,135.669998,138.919998,83374600,0.071842715013917,44.7397045701115,-1.5679496476150234,-0.8839796228316538,-0.6839700247833697
2022-11-08,140.410004,141.429993,137.490005,139.5,89908500,0.0715440130899493,45.29969595155747,-1.8484837346721008,-1.0768804451997431,-0.7716032894723577
2022-11-09,138.5,138.550003,134.589996,134.869995,74917800,0.0740000755990828,41.571027552632,-2.4165551848202256,-1.3448153931238398,-1.0717397916963858
2022-11-10,141.240005,146.869995,139.5,146.869995,118854000,0.0679539059427892,49.65904441694603,-1.8768213616050389,-1.4512165868200797,-0.4256047747849592
2022-11-11,145.820007,150.009995,144.369995,149.699997,93979700,0.0666692720511406,50.21075705231383,-1.2068095586688798,-1.4023351811898397,0.1955256225209598
2022-11-14,148.970001,150.279999,147.429993,148.279999,73374100,0.0673077279023176,46.49032040778899,-0.7813949146741948,-1.2781471278867107,0.4967522132125159
2022-11-15,152.220001,153.589996,148.559998,150.039993,89868300,0.0665181970919442,50.6094214898175,-0.2987896760496085,-1.0822756375192903,0.7834859614696819
2022-11-16,149.130005,149.869995,147.289993,148.789993,64218300,0.0670770232918011,53.74225314000702,-0.0169902477705079,-0.869218559569534,0.852228311799026
2022-11-17,146.429993,151.479996,146.149994,150.720001,80389400,0.066218084924561,44.33408151850495,0.3579471532774505,-0.6237854170001371,0.9817325702775876
2022-11-18,152.309998,152.699997,149.970001,151.289993,74829600,0.065968605247063,47.58652728352455,0.6930918047734167,-0.3604099726454264,1.053501777418843
2022-11-21,150.160004,150.369995,147.720001,148.009995,58724100,0.0674305125545604,46.93450979307893,0.6861187789679661,-0.1511042223227479,0.837223001290714
2022-11-22,148.130005,150.419998,146.929993,150.179993,51804100,0.0664561878495222,56.5008786653612,0.8459418182489458,0.0483049857915908,0.797636832457355
2022-11-23,149.449997,151.830002,149.339996,151.070007,58301400,0.0660646677937066,67.74381452488791,1.0325172043722546,0.2451474295077236,0.787369774864531
2022-11-25,148.309998,148.880005,147.119995,148.110001,35195900,0.0673849825039696,63.21650822456981,0.9308020886070664,0.3822783613275922,0.5485237272794743
2022-11-28,145.139999,146.639999,143.380005,144.220001,69246000,0.0692025361034904,56.59860651754112,0.5301899370689966,0.4118606764758731,0.1183292605931235
2022-11-29,144.289993,144.809998,140.350006,141.169998,83763800,0.0706976692458969,51.95871134577653,-0.0330271154131764,0.3228831180980632,-0.3559102335112397
2022-11-30,141.399994,148.720001,140.550003,148.029999,111380900,0.0674214003476952,64.66785542932433,0.0733188875186101,0.2729702719821726,-0.1996513844635624
2022-12-01,148.210007,149.130005,146.610001,148.309998,71250400,0.0672941134153877,52.17260475808984,0.1781389651715414,0.2540040106200464,-0.0758650454485049
2022-12-02,145.960007,148.0,145.649994,147.809998,65447400,0.0675217506331874,46.93281673720579,0.2183468440714477,0.2468725773103267,-0.0285257332388789
2022-12-05,147.770004,150.919998,145.770004,146.630005,68826400,0.0680651264115276,47.3012861016049,0.1532299646445949,0.2281440547771803,-0.0749140901325854
2022-12-06,147.070007,147.300003,141.919998,142.910004,64727200,0.0698368871786465,39.04090662199681,-0.1962859604293498,0.1432580517358743,-0.3395440121652242
2022-12-07,142.190002,143.369995,140.0,140.940002,69721100,0.0708130387712633,38.19550757936579,-0.6250375033171736,-0.0104010592747352,-0.6146364440424383
2022-12-08,142.360001,143.520004,141.100006,142.649994,62128300,0.0699641797815142,37.78382191132078,-0.8174214015532755,-0.1718051277304433,-0.6456162738228322
2022-12-09,142.339996,145.570007,140.899994,142.160004,76097000,0.0702053288212339,36.14569069458173,-0.9979217047120414,-0.3370284431267629,-0.6608932615852785
2022-12-12,142.699997,144.5,141.059998,144.490005,70462700,0.0690732194662733,44.50001562305312,-0.9420979683867188,-0.4580423481787541,-0.4840556202079646
2022-12-13,149.5,149.970001,144.240005,145.470001,93886200,0.0686078899940884,42.35639028411172,-0.8094489445604722,-0.5283236674550977,-0.2811252771053745
2022-12-14,145.350006,146.660004,141.160004,143.210007,82291200,0.069690589611157,37.78743726757978,-0.8765815789465989,-0.597975249753398,-0.2786063291932009
2022-12-15,141.110001,141.800003,136.029999,136.5,98931900,0.0731164089820361,33.84357391226472,-1.4544600522810924,-0.7692722102589369,-0.6851878420221555
2022-12-16,136.690002,137.649994,133.729996,134.509995,160156900,0.0741981279982051,35.73316108376585,-2.0493856362066367,-1.0252948954484769,-1.02409074075816
